number,contents
230881,"[ 1 ] 1975 . 12 . 31 . 지적법 개정 복구 되 ㄴ 구 토지 대장 이나 분배 농지 부 등에 토지 사정 명의 아니 ㄴ 사람 소유자 등재 되 어 있 다는 사정 만 , 명 자가 소유자 추정 되 는지 ( ) / 분배 대상 농지 확인 하 서류 나 상환 대장 등 상환 필요 하 ㄴ 사항 기재 하 서류 뿐 아니 라 보상 관하 ㄴ 서류 소유자 기재 일치 되 어 있 , 서류 농지 분배 당시 토지 소유권 명의자 이전 되 어 있 었 다는 사실 하 ㄹ 있 유력 하 ㄴ 자료 되 는지 ( ) 이때 유력 하 ㄴ 자료 증명력 배척 하 기 위하 ㄴ < br / > [ 2 ] 甲 사정 받 토지 상속인 ㄴ 乙 등 구 농지 개혁 법이 시행 되 ㄹ 당시 등기부 명의 丙 기재 되 ㄴ 토지 현재 명의 상대 진정 명의 회복 원인 소유권 이전 등기 절차 이행 구하 ㄴ , 제반 사정 종합 하 면 토지 농지 개혁 당시 丙 소유 었 다고 보 ㄹ 여지 충분 하 ㄴ 데 , 달리 보 ㄴ 법리 오해 등 잘못 있 다고 하 ㄴ < br / > "
231763,"이미 소멸 하 ㄴ 근저당 권 기하 여 임의 경매 개시 되 고 매각 이루어지 ㄴ , 경매 ( 무효 ) 민사 집행법 267 경매 개시 결정 있 뒤 담보권 소멸 하 였 음에도 경매 계속 진행 되 어 매각 되 ㄴ 만 적용 되 는지 ( ) < br / > "
231759,집합 건물 구분 소유자 아니 ㄴ 대지 공유자 대지 공유지 분권 기초 하 여 적정 대지 지분 가지 ㄴ 구분 소유자 상대 대지 사용 · 수익 따르 ㄴ 부당 이득 반환 하 ㄹ 있 는지 ( ) < br / > 
228553,"[ 1 ] 공동 상속인 아니 ㄴ 저 3 ㄴ 증여 당시 정상 속 분의 2 분 1 유류분 갖 배우자 나 직계 비속 공동 상속인 으로서 유류 분권 리 자가 되리 라고 예상 하 ㄹ 있 , 증여 유류분 권리자 손해 가하 ㄹ 것 알 고 행해지 ㄴ 것 라고 보 기 위하 ㄴ 기준 시기 ( = 증여 당시 ) 이에 관 하 ㄴ 증명 책임 소재 ( = 유류 분 반환 청구권 행사 하 상속인 ) < br / > [ 2 ] 피 상속인 공동 상속인 아니 ㄴ 저 3 자르 ㄹ 보험 수익자 지정 하 ㄴ 생명 보험 계약 체결 하 거나 중간 저 3 자로 보험 수익자 변경 하 여 저 3 생명 보험금 수령 하 , 이르 ㄹ 피 상속인 보험 수익 자인 3 유류분 산정 기초 재산 포함 되 증여 하 ㄴ 것 보 기 위하 ㄴ 이때 유류 분 산정 기초 재산 포함 되 증여 가액 이미 납입 하 ㄴ 보험료 총액 중 피 상속인 납입 하 ㄴ 보험료 차지 하 비율 보험 금액 곱하 여 산출 하 ㄴ 금액 하 ㄹ 있 는지 ( 원칙적 ) < br / > [ 3 ] 유류분 부족액 산정 하 ㄹ 유류분 액 공제 하 여야 하 순 상속분 액 산정 하 / 유류 분 권리자 구체적 ㄴ 상속분 보다 부담 하 상속 채무 더 많 라도 유류 분 권리자 한정 승인 하 ㄴ 순 상속분 액 0 보 아 유류 분 부족액 산정 하 여야 하 는지 ( ) < br / > "
227703,"[ 1 ] 1026 저 3 호 정하 ㄴ 법정 단순 승인 사유 중 ‘ 고의 재산 목록 기입 하 지 아니하 ㄴ ’ 하 기 위하 어서 상속인 상속 재산 은닉 하 여 상속 채권자 사 아 해하 ㄹ 의사 있 것 필요 하 는지 ( ) 증명 책임 소재 ( = 주장 하 측 ) < br / > [ 2 ] 1026 저 3 호 ‘ 고의 재산 목록 기입 하 지 아니하 ㄴ ’ 하 는지 하 ㄹ 고려 하 여야 하 ㄹ 사항 < br / > [ 3 ] 甲 상속인 ㄴ 乙 丙 부과 되 ㄴ 상속세 乙 모두 납부 하 ㄴ 丙 상대 구상 금 소 하 였 고 , 丙 乙 상대 상속 재산 분할 심판 하 였 는데 , 丙 사망 하 상속인 ㄴ 丁 등 상속 재산 분할 심판 절차 수계 하 였 으며 , 丁 한정 승인 신고 하면서 상속 재산 목록 재산 전혀 없다 고 기입 하 ㄴ , 丁 상속 재산 있 다는 사실 알 면서 이르 ㄹ 재산 목록 기입 하 지 않 았 다는 사정 만 듣 어 1026 저 3 호 ‘ 고의 재산 목록 기입 하 지 아니하 ㄴ ’ 하 ㄴ다고 보 ㄴ 법리 오해 등 잘못 있 다고 하 ㄴ < br / > "
223801,동일인 소유 더 ㄴ 토지 지상 건물 매매 등 각각 소유자 달리하 게 되 었 건물 철거 특약 없 건물 소유자 정지 상권 취득 하 ㄴ다는 관습법 현재 여전히 법적 규범 으로서 유지 하 고 있 는지 ( ) < br / > 
227279,"[ 1 ] 구 주택 75 저 2 항 1 호 정하 ㄴ 청약 저축 , 금융 기관 청약 저축 해지 되 기 가입자 원금 이자 지급 하 ㄹ 의무 부담 하 는지 ( ) 청약 저축 가입자 사망 하 ㄴ 마찬가지 ㄴ지 ( ) < br / > [ 2 ] 청약 저축 가입자 사망 하 였 고 여러 명 상속인 있 , 청약 저축 예금 계약 해지 하 려면 상속인 전원 해지 의사 표시 하 여야 하 는지 ( 원칙적 ) < br / > "
223341,"[ 1 ] 구 국세 기본법 24 저 1 항 따르 아 상속인 피상 속 인의 국세 등 납부 의무 상속 재산 한도 승계 하 는지 ( ) 규정 따르 ㄴ ‘ 속 받으 ㄴ 재산 ’ 계산 하 ㄹ 상속 받 자산 총액 공제 되 부채 총액 피 상속인 부터 승계 되 국세 등 채무 포함 되 는지 ( ) < br / > [ 2 ] 甲 부동산 매도 하 고 대금 일부 자녀 ㄴ 乙 등 증여 하 ㄴ 부동산 양도 따르 ㄴ 양도 소득세 납부 하 지 않 채 사망 하 , 국가 甲 ㄴ 양도 소득세 등 채권 피 보전 채권 하여 증여 대한 사해 행위 취소 구하 ㄴ , 상속 인인 乙 등 구 국세 기본법 24 저 1 항 따르 아 ‘ 속 받으 ㄴ 재산 ’ 한도 만 甲 국세 등 채무 승계 하 는데 , 乙 등 상속 받으 ㄴ 재산 있 지 관하 여 아무런 심리 하 지 않 채 피 보전 채권 존재 하 ㄴ다고 하 ㄴ 법리 오해 등 잘못 있 다고 하 ㄴ < br / > "
231029,"甲 부동산 매도 하 ㄴ 乙 甲 과의 사이 진행 되 ㄴ 매매 계약 계약 해제 다투 어 지 더 ㄴ 중 丙 등 부동산 매도 하 고 소유권 이전 등기 경 료 하자 , 甲 배임죄 하 위법 하 ㄴ 부동산 이중 매매 라고 주장 하 며 乙 여 불법 행위 소유권 이전 등기 의무 이행 불능 인하 ㄴ 해제 따르 ㄴ 손해 배상 등 구하 ㄴ , 제반 사정 종합 하 면 甲 제출 하 ㄴ 증거 만 乙 배임 불법 행위 책임 되 ㄴ다고 보기 어렵 나 , 乙 甲 ㄴ 소유권 이전 등기 의무 이행 불능 빠지 었 다고 하 ㄹ 것 므로 , 乙 甲 계약 해제 따르 ㄴ 원상 회복 손해 배상 책임 있 다고 하 ㄴ < br / > "
221861,"기여 분 결정 상속 재산 분할 심판 사건 조정 조서 관하 여 甲 乙 상대 하 ㄴ 준재심 사건 , 준재심 각하 하 고 甲 심판 비용 부담 하 도록 정 하 ㄴ 심판 확정 되 , 乙 甲 상대 준재심 사건 관하 ㄴ 비용 액 확정 신청 하 였 는데 , 사법 보좌관 변호사 보수 포함 하 여 비용 액 결정 하 였 고 , 저 1 심 이르 ㄹ 인가 하 결정 하 ㄴ , 변호사 보수 포함 하 ㄴ 비용 액 결정 정당 하 다고 하 ㄴ < br / > "
220249,"甲 乙 상대 하 乙 丙 위임 계약 체결 하 여 丙 乙 대리 하 여 진행 하 였 는데 , 항소심 乙 甲 매월 지급 하 ㄹ 금액 정하 여 화해 권고 결정 하 였 고 , 丙 이의 기간 내 이의 신청 하 지 않 아 화해 권고 결정 확정 되 , 乙 丙 상대 丙 대리인 으로서 화하 어 권고 결정 이의 신청 기간 내 乙 의사 확인 하 고 이의 신청 하여 화해 권고 결정 확정 되 지 않 도록 하 ㄹ 주의 의무 있 음에도 이르 ㄹ 위반 하 였 다며 손해 배상 구하 ㄴ , 丙 乙 화하 어 권고 결정 이의 신청 기간 도과 인하 ㄴ 채무 불이행 따르 ㄴ 손해 배상 책임 있 다고 하 ㄴ < br / > "
227205,"[ 1 ] 피대 습 대 습 원인 발생 이전 피 상속인 부터 생전 증여 특별 수익 받 , 생전 증여 대 습 상속인 특별 수익 보 아야 하 는지 ( ) < br / > [ 2 ] 피 상속인 부터 특별 수익 ㄴ 생전 증여 받 공동 상속인 상속 포기 하 ㄴ , 1114 적용 되 는지 ( ) / 같 법리 피대 습 대 습 원인 발생 이전 피 상속인 부터 생전 증여 특별 수익 받 이후 대 습 상속인 피 상속인 ㄴ 대 습 상속 포기 하 ㄴ 그대로 적용 되 는지 ( ) < br / > "
227211,"‘ 특별 수익자 상속분 ’ 관하 어 규정 하 ㄴ 1008 취지 어떠하 ㄴ 생전 증여 특별 수익 하 는지 결정 하 기준 / 피 상속인 생전 증여 상속인 특별 하 ㄴ 부양 내지 기여 ㄴ 대가 포함 되 어 있 , 생전 증여 특별 수익 제외 하 ㄹ 있 는지 ( ) 기준 < br / > "
219683,"[ 1 ] 과거 법률 관계 확인 소의 대상 되 ㄹ 있 는지 ( ) < br / > [ 2 ] 구 공공 주택 특별법 시행령 47 저 2 항 4 호 ( ) 목 정하 ㄴ ‘ 통보 받 날 부터 6 개월 ’ 성질 ( = 임 차인 보호 위하 어 특별히 부여 하 ㄴ 법정 유예 기간 ) / 임차인 계약 기간 만료일 6 개월 이내 통보 받 아 주택 처분 확정 되 지 않 채로 계약 기간 만료일 도래 하 였 으나 유예 기간 남 아 있 , 공공 주택 사업자 통보 하 ㄴ 사유 임대차 계약 갱신 거절 하 ㄹ 있 는지 ( ) / 임대차 계약 갱신 되 ㄴ 이후 라도 기존 통보 받 날 부터 6 개월 지나 ㄴ 시점 임차인 주택 처분 하 지 않 , 공공 주택 사업자 임대차 계약 해제 · 해지 하 ㄹ 있 는지 ( ) < br / > "
219685,"[ 1 ] 유류분 제도 관하 ㄴ 1112 , 저 1113 , 저 1118 저 1008 피 상속인 재산 처분 자유 증자 재산권 과도 하 게 침해 하 ㅁ 으로써 헌법 23 저 1 항 저 37 저 2 항 위반 되 는지 ( ) < br / > [ 2 ] 유류분 통상 적 반환 ( = 원물 반환 ) / 증여 나 유증 목적물 관하 여 저 3 저당권 이나 지상권 등 권리 취득 하 ㄴ , 유류 분권 리 자가 원물 반환 대신 가액 반환 구하 ㄹ 있 는지 ( 원칙적 ) 그러 ㅁ에도 유류 분권 리 자가 스스로 위험 이나 불이익 감수 하 면서 원물 반환 구하 , 원물 반환 명하 여야 하 는지 ( ) < br / > [ 3 ] 유류분 반환 범위 산정 하 기 위하 여 증여 받 재산 시가 산정 하 ㄹ 기준 되 시기 ( = 상속 개시 당시 ) / 어느 공동 상속인 1 특별 수익 으로서 여러 부동산 증여 받 아 증여 재산 유류분 부족액 반환 하 , 반환 하 어야 하 ㄹ 증여 재산 범위 정하 / 증여 이후 증자 나 수증 자로 부터 증여 재산 양수 받 사람 자기 비용 증여 재산 성상 등 변경 하 여 상속 개시 당시 가액 증가 되 어 있 , 같 변경 있 기 증여 당시 성상 등 기준 상속 개시 당시 가액 산정 하 여야 하 는지 ( ) / 유류 분 부족액 확정 증여 재산 별로 반환 지분 산정 하 ㄹ 기준 되 증여 재산 총 가액 상속 개시 당시 성상 등 기준 산정 하 여야 하 는지 ( ) < br / > "
219297,"[ 1 ] 유류분 권리자 유류 분 부족액 산정 / 유류 분 권리자 구체적 ㄴ 상속분 보다 유류 분권 리 자가 부담 하 상속 채무 더 많 , 초과분 유류분 액 가산 하 여 유류 분 부족액 산정 하 여야 하 는지 ( ) < br / > [ 2 ] 유언자 임차권 근저당 권 설정 되 ㄴ 목적물 특정 유증 하 면서 유증 받 자가 임대차 보증금 반환 채무 피 담보 채무 인수 하 ㄹ 것 부담 정하 ㄴ , 특정 유증 유류분 권리자 얻 순 상속분 액 없다 고 보 아 유류 분 부족액 산정 하 여야 하 는지 ( ) 특정 유증 받 자가 임대차 보증금 반환 채무 피 담보 채무 변제 하 ㄴ , 상속인 여 구상권 행사 하 ㄹ 있 는지 ( ) / 이러하 ㄴ 법리 유증 목적물 관하 ㄴ 임대차 계약 대항력 있 는지 오 아 무관 하 게 적용 되 는지 ( ) < br / > [ 3 ] 유언자 임차권 근저당 권 설정 되 ㄴ 목적물 특정 유증 하 ㄴ , 유증 받 자가 임대 보증금 반환 채무 피 담보 채무 인수 하 ㄹ 것 부담 정하 여 유증 하 ㄴ 것 보 ㄹ 있 는지 ( 원칙적 ) < br / > "
230739,"甲 하남시 장 가설 건축물 축조 신고 하여 자신 소유 하 ㄴ 하남시 소재 토지 가설 건축물 축조 하 ㄴ 다음 乙 주식회사 등에 임대 하 다가 , 丙 주식회사 ‘ 토지 가설 건축물 丙 회사 매도 하 되 가설 건축물 신고 명의자 변경 곤란 하 ㄴ 사정 감안 하 여 토지 등 포괄 양수 하 고 기존 임대차 계약 승계 하 ㄴ다 . ’ 늘 ㄴ 내용 매매 계약 사업 ( 부동산 ) 포괄 양수 계약 체결 하 였 고 , 이에 따르 아 丙 회사 앞 토지 관하 ㄴ 소유권 전등 기가 마치 어 지 고 기존 임대차 계약상 임대인 지위 승계 되 었 으나 가설 건축물 신고 명의자 甲 상태 그대로 었 는데 , 하남시 장이 신고 명의 자인 甲 ‘ 가설 건축물 신고 다른 용도 사용 되 고 있 어 시정 명령 하 였 는데 원상 복구 이행 되 지 않 다 . ’ 늘 ㄴ 이유 2 차례 걸치 어 이행 강제금 부과 하 , 甲 이르 ㄹ 모두 납부 하 ㄴ 다음 丙 회사 상대 688 저 1 항 따르 아 가설 건축물 매도 위반 행위 대상 2 차 이행 강제금 납부 액 하 돈 이에 대한 지연 손해금 지급 구하 ㄴ , 가설 건축물 동산 불과 하 므로 소유권 매매 계약 따르 아 가설 건축물 인도 하 ㄴ 丙 회사 이전 되 었 다고 보 ㄴ 다음 , 제반 사정 비추 어 보 면 丙 회사 가설 건축물 적법 하 게 계속 사용 하 기 위하 ㄴ 업무 묵시 적 甲 위임 하 였 고 , 甲 위임 받 사무 수행 하 과정 2 차 이행 강제금 부과 처분 받 고 丙 회사 대신 하 여 이르 ㄹ 납부 하 였 으므로 , 丙 회사 甲 688 저 1 항 따르 ㄴ 위임 사무 처리 비용 2 차 이행 강제금 납부 액 하 돈 이에 대한 지연 손해금 지급 하 ㄹ 의무 있 다고 하 ㄴ < br / > "
219733,"[ 1 ] 저 3 위하 ㄴ 계약 이에 하 는지 하 < br / > [ 2 ] 저 3 위하 ㄴ 계약 당사자 저 3 권리 임의 변경 · 소멸 시키 행위 하 ㄴ , 저 3 여 있 는지 ( ) < br / > [ 3 ] 甲 乙 사회 복지 법인 노인 복지 시설 입소 계약 체결 하 면서 입소자 사망 입소 계약 종료 하 ‘ 반 환금 수취인 ’ 자신 장남 ㄴ 丙 지정 하 였 고 , 丙 계약서 ‘ 반 환금 수취인 ’ 란 기명 날인 하 였 는데 , 甲 사망 하 여 乙 법인 丙 반 환금 지급 하 , 甲 다른 자녀 ㄴ 丁 등 丙 상대 부당 이득 반환 구하 ㄴ , 계약 甲 乙 법인 丙 甲 사망 반환 금 반환 하 기로 정 하 ㄴ 저 3 위하 ㄴ 계약 고 , 丙 계약서 기명 날인 하여 수익 의사 표시 하 였 으므로 , 丙 계약 따르 ㄴ 수익자 지위 반환 금의 지급 구하 ㄹ 있 권리 취득 하 고 , 상속 재산 아니 라 丙 고유 재산 라고 하 ㄴ < br / > "
219891,"甲 乙 북한 거주 하 다가 탈 북 하 ㄴ 사람 재외 공관 구 북한 이탈 주민 보호 정착 지원 관하 ㄴ 법률 7 따르 ㄴ 보호 신청 하 고 대한민국 입국 하 ㄴ 다음 국가 정보 원장 설치 · 운영 하 시설 입소 하 여 생활 하 면서 각각 176 일 165 일 동안 시설 조사관 부터 보호 결정 관하 ㄴ 조사 받 았 는데 , 중국 등지 행하 ㄴ 마약 중개 · 거래 행위 보호 결정 하 ㄹ 없 예외적 사정 되 ㄴ다는 이유 보호 ‘ 부 ( 否 ) ’ 결정 내려지 , 甲 등 조사 실질적 범죄 수사 하 는데 시설 조사관 체포 영장 이나 구속 영장 발부 받 지 않 상태 甲 등 불법 구금 하 등 위법 행위 하 였 고 , 설령 조사 수사 아니 라 행정 조사 라 하 더라도 비례 원칙 위반 하 여 甲 등 장기간 수용 하 등 위법 행위 하 였 다고 주장 하 며 국가 상대 손해 배상 구하 ㄴ , 甲 등 시설 수용 되 어 조사 받 것 피의자 로서 수사 받 것 아니 라는 등 이유 불법 구금 등 주장 배척 하 ㄴ 다음 , 비록 甲 등 행정 조사 받 것 라 하 더라도 , 국가 정보원 장이 현행 북한 이탈 주민 보호 정착 지원 관하 ㄴ 법률 시행령 하 고 있 최대 120 일 조사 기간 초과 하 기간 동안 시설 내 수용 하 면서 조사 하 ㄴ 것 헌법상 비례 원칙 위반 하 여 甲 등 기본권 침해 하 ㄴ 것 므로 , 국가 인하 어 甲 등 입 손해 배상 하 ㄹ 책임 있 다고 하 ㄴ < br / > "
222665,"甲 국방 경비법 위반죄 사형 선고 받 아 형 집행 되 ㄴ 재심 무죄 선고 · 확정 되 었 고 , 이에 乙 포함 하 ㄴ 甲 유족 국가 상대 위자료 구하 소 하 여 국가 부터 위자료 지급 받 았 으며 , 乙 국가 상대 형사 보상 하 여 국가 부터 형사 보상금 지급 받 았 는데 , 국가 형사 보상금 지급 형사 보상 명예 회복 관하 ㄴ 법률 6 저 2 항 반하 이중 지급 라고 주장 하 며 乙 상대 부당 이득 반환 구하 ㄴ , 형사 보상금 이중 지급 라는 이유 반환 하 여야 하 ㄴ다면 국가 손해 배상 형사 보상금 지급 정 당하 ㄴ 방식 운영 되 ㄴ다고 믿 乙 신뢰 저버리 것 되 므로 , 부당 이득 반환 신의 성실 원칙 반하 것 으로서 허용 되 ㄹ 없다 고 하 ㄴ < br / > "
227043,"[ 1 ] 민사 집행법 53 저 1 항 정하 ㄴ ‘ 강제 집행 필요 하 ㄴ 비용 ’ < br / > [ 2 ] 부동산 목적 하 담보권 실행 위하 ㄴ 경매 절차 경매 신청 부동산 소유자 사망 하 였 으나 상속인 상속 등기 마치 지 않 아 경매 신청인 경매 절차 진행 위하 어 상속인 대위 하 여 상속 등기 마치 ㄴ , 위하 여 지출 하 ㄴ 비용 집행 비용 하 는지 ( ) < br / > "
217771,"[ 1 ] 당사자 예상 하 지 못하 ㄴ 법률적 관점 ㄴ 석명 지적 의무 < br / > [ 2 ] 甲 자신 소유 하 토지 있 건물 소유자 ㄴ 乙 상대 건물 철거 부지 부분 인도 구하 었 는데 , 甲 乙 조부 ㄴ 丙 당시 甲 아버지 ㄴ 丁 명의 소유권 전등 기가 마 쳐지 어 있 더 ㄴ 토지 등 아들 유증 하 내용 인증서 따르 아 乙 아버지 ㄴ 戊 건물 부지 부분 유증 받 았 고 , 戊 부터 건물 부지 부분 증여 받 乙 戊 대위 하 여 丁 상속인 ㄴ 甲 부지 부분 관하 ㄴ 소유권 이전 등기 절차 이행 구하 ㄹ 있 으므로 甲 신 성실 원칙 위반 되 어 허용 되 ㄹ 없다 고 하 ㄴ , 乙 戊 대위 하 여 甲 유증 원인 소유권 이전 등기 절차 이행 구하 ㄹ 있음 전제 신의칙 위반 주장 하 ㄴ 적이 없 는데 , 관련 하 여 당사자 의견 진술 기회 부여 하 거나 석명권 행사 하 지 아니하 ㄴ 채 甲 신 성실 원칙 위반 되 ㄴ다고 보 ㄴ 석명 의무 위반 잘못 있 다고 하 ㄴ < br / > "
217795,"상속 채권자 상속 승인 , 포기 등 상속 관계 확정 되 지 않 동안 상속인 상대 상속 재산 관하 ㄴ 가압류 결정 받 아 이르 ㄹ 집행 하 ㄹ 있 는지 ( ) 상속인 상속 포기 인하 여 상속인 지위 소급 하 여 상실 하 ㄴ다고 하 더라도 이미 발생 하 ㄴ 가압류 영향 미치 는지 ( ) / 이때 상속 채권자 종국적 상속인 되 ㄴ 사람 상속 재산 관리인 채무자 상속 재산 ㄴ 경매 절차 적법 하 게 배당 받 있 는지 ( ) < br / > "
